,index,What age range are you?,What is your gender?,What estimated range is your household's monthly income?,"Which area are you from? If not from Karachi please select ""Outside Karachi""","In the last 12 months, have you done any of the following in Karachi? Please select all that apply",Do you trust Karachi's various administrative bodies and caretakers with your well-being?,Have you given feedback or participated in the design process of any public project in Karachi?
2019,500,15 - 24 years,Female,Prefer not to answer,Harbour,,,
2020,501,15 - 24 years,Male,"Up to 25,000 rupees",Gulshan-e-Iqbal,,,
2021,502,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,,,
2022,503,15 - 24 years,Female,Prefer not to answer,New Karachi Town,,,
2023,504,25 - 44 years,Female,Prefer not to answer,Garden,,,
2024,505,15 - 24 years,Male,"Up to 25,000 rupees",New Karachi Town,,,
2025,506,45 years and above,Male,Prefer not to answer,Liaquatabad,,,
2026,507,45 years and above,Male,Prefer not to answer,Gulshan-e-Iqbal,,,
2027,508,15 - 24 years,Male,Prefer not to answer,Malir Cantonment,,,
2028,509,45 years and above,Female,Prefer not to answer,New Karachi Town,,,
2029,510,15 - 24 years,Female,"200,001 and above",Clifton Cantonment,,,
2030,511,15 - 24 years,Female,"200,001 and above",Nazimabad,,,
2031,512,25 - 44 years,Female,"125,001 - 150,000 rupees",Gulshan-e-Iqbal,,,
2032,513,15 - 24 years,Female,"50,001 - 75,000 rupees",Gulshan-e-Iqbal,,,
2033,514,45 years and above,Female,"50,001 - 75,000 rupees",Faisal Cantonment,,,
2034,515,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,,,
2035,516,25 - 44 years,Female,"200,001 and above",Gulberg,"Visit monuments, historic sites",No - I do not trust them,No - I would like the opportunities to participate
2036,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,Visit a park for a walks or leisure,,
2037,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,Attend sporting events as a spectator,,
2038,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,Practice some sport of physical activity on a regular basis,,
2039,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,"Visit a religious building (mosque, church, temple, etc)",,
2040,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,Participate in a protest,,
2041,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,Visit an outdoors bazaar,,
2042,516dup,25 - 44 years,Female,"200,001 and above",Gulberg,Visit an indoors bazaar/mall,,
2043,517,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,"Visit a religious building (mosque, church, temple, etc)",No - I do not trust them,No - I would like the opportunities to participate
2044,517dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Participate in a protest,,
2045,518,25 - 44 years,Female,"75,001 - 100,000 rupees",,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
2046,518dup,25 - 44 years,Female,"75,001 - 100,000 rupees",,Visit a park for a walks or leisure,,
2047,518dup,25 - 44 years,Female,"75,001 - 100,000 rupees",,"Visit a religious building (mosque, church, temple, etc)",,
2048,519,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
2049,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,"Visit monuments, historic sites",,
2050,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Visit cultural events on the street or at public squares,,
2051,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Visit a park for a walks or leisure,,
2052,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Attend sporting events as a spectator,,
2053,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,"Visit a theatre (play, movies)",,
2054,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,"Visit a fair (books, food, crafts)",,
2055,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,"Visit a religious building (mosque, church, temple, etc)",,
2056,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Participate in a protest,,
2057,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Visit an outdoors bazaar,,
2058,519dup,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Visit an indoors bazaar/mall,,
2059,520,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
2060,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit conferences, seminars (outside of institutional requirements)",,
2061,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,Visit cultural events on the street or at public squares,,
2062,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,Visit a park for a walks or leisure,,
2063,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit a fair (books, food, crafts)",,
2064,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,Participate in a protest,,
2065,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,Visit an outdoors bazaar,,
2066,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,Visit an indoors bazaar/mall,,
2067,520dup,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
2068,521,25 - 44 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
2069,521dup,25 - 44 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
2070,522,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
2071,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,"Visit monuments, historic sites",,
2072,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,"Visit conferences, seminars (outside of institutional requirements)",,
2073,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Visit cultural events on the street or at public squares,,
2074,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,"Visit a theatre (play, movies)",,
2075,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,"Visit a fair (books, food, crafts)",,
2076,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Participate in a protest,,
2077,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Visit an outdoors bazaar,,
2078,522dup,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Visit an indoors bazaar/mall,,
2079,523,15 - 24 years,Female,"200,001 and above",Nazimabad,,,
2080,524,25 - 44 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Practice some sport of physical activity on a regular basis,No - I do not trust them,No - I would like the opportunities to participate
2081,524dup,25 - 44 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
2082,524dup,25 - 44 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
2083,525,25 - 44 years,Female,Prefer not to answer,Clifton Cantonment,"Visit museums, galleries",Indifferent,No - I would like the opportunities to participate
2084,525dup,25 - 44 years,Female,Prefer not to answer,Clifton Cantonment,"Visit monuments, historic sites",,
2085,525dup,25 - 44 years,Female,Prefer not to answer,Clifton Cantonment,Visit cultural events on the street or at public squares,,
2086,525dup,25 - 44 years,Female,Prefer not to answer,Clifton Cantonment,Visit a park for a walks or leisure,,
2087,526,15 - 24 years,Female,"175,000 - 200,000 rupees",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
2088,526dup,15 - 24 years,Female,"175,000 - 200,000 rupees",Clifton Cantonment,Visit an outdoors bazaar,,
2089,527,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,"Visit museums, galleries",Indifferent,No - I would like the opportunities to participate
2090,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Visit cultural events on the street or at public squares,,
2091,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Visit a park for a walks or leisure,,
2092,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Practice some sport of physical activity on a regular basis,,
2093,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Visit a musical/dancing event (not including weddings),,
2094,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Participate in a protest,,
2095,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Visit an outdoors bazaar,,
2096,527dup,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Visit a community centre,,
2097,528,15 - 24 years,Female,"100,001 - 125,000 rupees",Jamshed Quarters,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
2098,528dup,15 - 24 years,Female,"100,001 - 125,000 rupees",Jamshed Quarters,Visit an indoors bazaar/mall,,
2099,529,15 - 24 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit an outdoors bazaar,Indifferent,No - I would like the opportunities to participate
2100,529dup,15 - 24 years,Female,"200,001 and above",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
2101,530,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
2102,530dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,,
2103,530dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an outdoors bazaar,,
2104,530dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
2105,530dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
2106,531,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,Visit cultural events on the street or at public squares,Indifferent,Yes - I would like more opportunities to participate
2107,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,Attend sporting events as a spectator,,
2108,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,Practice some sport of physical activity on a regular basis,,
2109,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,"Visit a theatre (play, movies)",,
2110,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,"Visit a religious building (mosque, church, temple, etc)",,
2111,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,Visit an outdoors bazaar,,
2112,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,Visit an indoors bazaar/mall,,
2113,531dup,15 - 24 years,Male,"Up to 25,000 rupees",Malir Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
2114,532,25 - 44 years,Male,Prefer not to answer,Outside Karachi,,No - I do not trust them,No - I would like the opportunities to participate
2115,533,15 - 24 years,Female,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
2116,533dup,15 - 24 years,Female,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,,
2117,533dup,15 - 24 years,Female,"200,001 and above",Clifton Cantonment,Visit an outdoors bazaar,,
2118,533dup,15 - 24 years,Female,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
2119,534,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
2120,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Attend sporting events as a spectator,,
2121,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Practice some sport of physical activity on a regular basis,,
2122,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,"Visit a fair (books, food, crafts)",,
2123,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,"Visit a religious building (mosque, church, temple, etc)",,
2124,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Participate in a protest,,
2125,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit an outdoors bazaar,,
2126,534dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit an indoors bazaar/mall,,
2127,535,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
2128,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Attend sporting events as a spectator,,
2129,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Practice some sport of physical activity on a regular basis,,
2130,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,"Visit a fair (books, food, crafts)",,
2131,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,"Visit a religious building (mosque, church, temple, etc)",,
2132,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Participate in a protest,,
2133,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit an outdoors bazaar,,
2134,535dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit an indoors bazaar/mall,,
2135,536,15 - 24 years,Female,"200,001 and above",,"Visit museums, galleries",No - I do not trust them,Yes - I would like more opportunities to participate
2136,536dup,15 - 24 years,Female,"200,001 and above",,Visit a park for a walks or leisure,,
2137,536dup,15 - 24 years,Female,"200,001 and above",,Practice some sport of physical activity on a regular basis,,
2138,536dup,15 - 24 years,Female,"200,001 and above",,"Visit a religious building (mosque, church, temple, etc)",,
2139,536dup,15 - 24 years,Female,"200,001 and above",,Visit an outdoors bazaar,,
2140,536dup,15 - 24 years,Female,"200,001 and above",,Visit an indoors bazaar/mall,,
2141,536dup,15 - 24 years,Female,"200,001 and above",,"Visit a natural area (hills, lakes, mangroves, etc)",,
2142,537,25 - 44 years,Female,"200,001 and above",Karachi Cantonment,,Indifferent,No - I would like the opportunities to participate
2143,538,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
2144,538dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,,
2145,538dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit a religious building (mosque, church, temple, etc)",,
2146,538dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
2147,538dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
2148,539,15 - 24 years,Male,"200,001 and above",Civil Lines,"Visit monuments, historic sites",Indifferent,Yes - I would like more opportunities to participate
2149,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,Visit cultural events on the street or at public squares,,
2150,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,Visit a park for a walks or leisure,,
2151,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,Practice some sport of physical activity on a regular basis,,
2152,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,"Visit a religious building (mosque, church, temple, etc)",,
2153,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,Visit an outdoors bazaar,,
2154,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,Visit an indoors bazaar/mall,,
2155,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,"Visit a natural area (hills, lakes, mangroves, etc)",,
2156,539dup,15 - 24 years,Male,"200,001 and above",Civil Lines,Visit a community centre,,
2157,540,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,"Visit monuments, historic sites",Yes - I trust them,Yes - I would like more opportunities to participate
2158,540dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,"Visit conferences, seminars (outside of institutional requirements)",,
2159,540dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,Visit a park for a walks or leisure,,
2160,540dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,Visit an outdoors bazaar,,
2161,540dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,Visit an indoors bazaar/mall,,
2162,540dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
2163,540dup,25 - 44 years,Male,"75,001 - 100,000 rupees",Faisal Cantonment,Visit a community centre,,
2164,541,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit monuments, historic sites",No - I do not trust them,No - I would like the opportunities to participate
2165,541dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit conferences, seminars (outside of institutional requirements)",,
